0.0;78.9097;78.7726;78.7573;78.3946;78.4778;79.2909;79.3020;79.1389;78.7596;78.8413;79.4947;79.4271;79.3479;79.0608;79.1469;79.4849;79.4522;79.0468;79.1624;79.0828;79.5173;79.3470;78.9897;79.1291;79.1690;79.1001
0.5;78.9192;78.7803;78.8146;78.3845;78.4690;79.3528;79.3529;79.2016;78.7755;78.8244;79.5764;79.4717;79.3786;79.0180;79.1287;79.5281;79.5126;79.0070;79.1269;79.0747;79.5360;79.3588;78.8973;79.0489;79.0226;79.1024
1.0;78.8756;78.7562;78.8109;78.3647;78.4438;79.2839;79.3535;79.1645;78.7572;78.7982;79.5413;79.4889;79.3671;79.0426;79.1477;79.4857;79.4503;78.9935;79.1735;79.0881;79.5131;79.3194;78.9335;79.0652;79.0808;79.092
1.5;78.9157;78.7758;78.7660;78.4273;78.4749;79.2975;79.3453;79.1594;78.7563;78.8111;79.5451;79.4853;79.3885;79.0019;79.1424;79.5360;79.4477;79.0598;79.1494;79.0874;79.5209;79.3018;78.8882;79.0115;79.0674;79.0945
2.0;78.9155;78.7746;78.7607;78.3748;78.4294;79.2764;79.3404;79.1603;78.6962;78.7964;79.5423;79.4451;79.3481;79.0080;79.1089;79.4900;79.4249;79.0222;79.1083;79.0951;79.4744;79.3430;78.9757;79.0793;79.0539;79.0818
2.5;78.9227;78.7884;78.8194;78.3856;78.4482;79.3351;79.3322;79.1727;78.7103;78.7866;79.5306;79.4375;79.3696;78.9634;79.1003;79.4882;79.4329;79.0271;79.1255;79.0845;79.4907;79.2986;78.9408;79.0616;79.0528;79.0842
3.0;78.8931;78.7940;78.8089;78.4118;78.4958;79.3256;79.3577;79.1767;78.7826;78.8229;79.5446;79.4835;79.3742;79.0837;79.2016;79.5323;79.4461;79.0821;79.1762;79.1480;79.4994;79.3597;78.9644;79.0880;79.0903;79.1177
3.5;78.8722;78.7878;78.7898;78.4006;78.4746;79.2911;79.3416;79.1814;78.7377;78.8031;79.4926;79.4149;79.3326;79.0164;79.1081;79.4789;79.4278;78.9652;79.1245;79.1142;79.4898;79.3193;78.9648;79.0427;79.1110;79.0833
4.0;78.9288;78.8140;78.7796;78.3491;78.4350;79.3213;79.3258;79.1513;78.7271;78.8378;79.5498;79.4471;79.3974;78.9883;79.1454;79.5436;79.5165;79.0232;79.1643;79.1260;79.5605;79.3515;78.9678;79.0754;79.1005;79.1051
4.5;78.9190;78.8582;78.8408;78.4415;78.4860;79.3626;79.4052;79.2633;78.7790;78.8525;79.5782;79.5514;79.4577;79.0181;79.1569;79.6209;79.4820;79.0340;79.1643;79.1384;79.5107;79.3699;79.0223;79.1001;79.0572;79.1388
5.0;78.8860;78.7539;78.7971;78.4217;78.5085;79.2831;79.2758;79.1543;78.7676;78.8581;79.5111;79.4484;79.3509;79.0620;79.1573;79.4876;79.4593;79.0404;79.1551;79.1175;79.5024;79.3266;78.9942;79.0951;79.0735;79.0995
5.5;78.8884;78.8243;78.7959;78.4498;78.5271;79.3416;79.3599;79.1592;78.7704;78.8873;79.5151;79.4514;79.3753;79.0659;79.1214;79.5004;79.4693;78.9851;79.1792;79.0983;79.5096;79.3437;78.9556;79.1188;79.1224;79.1126
6.0;78.8987;78.7945;78.7894;78.4193;78.5174;79.3114;79.3424;79.1918;78.7040;78.8084;79.5669;79.4837;79.4403;79.0026;79.0888;79.5787;79.4848;78.9740;79.0977;79.0783;79.4806;79.3373;78.9280;79.0261;79.0892;79.0974
6.5;78.8996;78.7774;78.7786;78.4658;78.5292;79.3124;79.3481;79.1483;78.7678;78.8206;79.4970;79.4530;79.3706;79.0410;79.1607;79.5515;79.4593;79.0381;79.2173;79.1752;79.5426;79.3206;79.0081;79.1178;79.0978;79.1159
7.0;78.8819;78.7843;78.7390;78.4584;78.4945;79.3175;79.2909;79.1525;78.7619;78.8438;79.5370;79.4810;79.4202;79.0149;79.1428;79.5528;79.4950;79.0910;79.1728;79.1728;79.4978;79.3527;78.9981;79.1026;79.1389;79.1158
7.5;78.9054;78.7916;78.8104;78.4583;78.4851;79.2903;79.3184;79.1466;78.7553;78.8356;79.4741;79.4291;79.3882;79.0605;79.1356;79.4976;79.4487;79.0451;79.1603;79.1004;79.4922;79.3706;78.9642;79.0576;79.0855;79.1003
8.0;78.8919;78.7901;78.7811;78.4236;78.4793;79.3008;79.2959;79.1451;78.7606;78.8392;79.5117;79.4893;79.4122;78.9946;79.0931;79.5153;79.4620;79.0222;79.1688;79.1346;79.5020;79.3368;79.0219;79.1292;79.1433;79.1058
8.5;78.9393;78.8065;78.8052;78.4039;78.4833;79.3114;79.3706;79.1835;78.7576;78.8292;79.5385;79.4842;79.4137;79.0165;79.1317;79.5439;79.4406;79.0730;79.1663;79.1090;79.4774;79.2821;78.9624;79.0730;79.0575;79.1064
9.0;78.9268;78.8198;78.8387;78.4525;78.5005;79.3510;79.3289;79.1588;78.7818;78.8603;79.5574;79.4763;79.4092;79.0087;79.1182;79.5370;79.5066;79.0425;79.1306;79.1337;79.5368;79.4019;79.0000;79.1209;79.0983;79.1239
9.5;78.8598;78.7460;78.7719;78.4165;78.4871;79.3169;79.3182;79.1422;78.7683;78.8157;79.5040;79.4391;79.3751;79.0487;79.1311;79.5041;79.4792;79.0464;79.1333;79.0866;79.5351;79.3501;78.9382;79.0546;79.0849;79.0941
10.0;78.9821;78.8404;78.8340;78.3868;78.4813;79.3609;79.3824;79.1799;78.7327;78.8044;79.5576;79.5100;79.4384;79.0112;79.1374;79.5394;79.4769;79.0435;79.1346;79.0698;79.4893;79.3538;78.9310;79.0328;79.0665;79.1111
10.5;78.9725;78.8479;78.8256;78.3909;78.5072;79.3476;79.4014;79.2122;78.7507;78.8586;79.5975;79.5051;79.4036;79.0491;79.1546;79.5244;79.4823;79.0553;79.1338;79.0899;79.5506;79.3666;78.9583;79.0636;79.0636;79.1245
11.0;78.9908;78.8382;78.8636;78.3386;78.4582;79.3891;79.4097;79.2476;78.7003;78.8050;79.5985;79.5001;79.4172;78.9602;79.1100;79.5305;79.4922;78.9649;79.0973;79.0823;79.5195;79.3960;78.9867;79.1040;79.1244;79.117
11.5;79.0438;78.8881;78.8551;78.4175;78.4667;79.3876;79.3687;79.2397;78.7191;78.8050;79.5867;79.4742;79.3646;78.9957;79.1054;79.4818;79.4532;78.9959;79.1212;79.0910;79.4993;79.3371;78.9513;79.0788;79.1005;79.1131
12.0;78.9992;78.8479;78.8614;78.4551;78.5152;79.3420;79.3852;79.2078;78.7953;78.8417;79.5746;79.5000;79.3981;79.0488;79.1701;79.4921;79.4507;79.0676;79.1698;79.1308;79.4967;79.3289;78.9987;79.0933;79.0742;79.1298
12.5;79.0506;78.8951;78.8396;78.4571;78.5483;79.4278;79.3658;79.1755;78.7920;78.8703;79.5434;79.5356;79.4373;79.0295;79.1398;79.5277;79.4998;79.0517;79.1431;79.1302;79.5304;79.3524;78.9393;79.0623;79.1008;79.1378
13.0;79.0193;78.8514;78.8362;78.4054;78.4904;79.3924;79.3971;79.2003;78.8045;78.9143;79.5489;79.4557;79.3722;79.0544;79.1534;79.5643;79.4993;79.0731;79.1846;79.1411;79.4838;79.3604;78.9961;79.1031;79.1007;79.1361
13.5;79.0566;78.8872;78.8727;78.4454;78.5395;79.3639;79.3659;79.2027;78.8001;78.8715;79.5651;79.4740;79.4021;79.0426;79.1138;79.4862;79.4650;79.0348;79.1436;79.0920;79.5384;79.3487;78.9561;79.0371;79.0151;79.1248
14.0;79.0643;78.8866;78.8772;78.4243;78.5085;79.3750;79.3644;79.1960;78.7681;78.8254;79.5483;79.5256;79.4195;79.0398;79.1165;79.5396;79.4781;78.9858;79.0983;79.0218;79.5197;79.3611;78.8418;79.0001;79.0115;79.1119
14.5;79.0784;78.8935;78.8814;78.4173;78.5016;79.4065;79.4140;79.2317;78.7575;78.8181;79.5698;79.5019;79.4172;78.9955;79.0798;79.5322;79.4844;78.9752;79.1053;79.0997;79.5478;79.3942;78.9697;79.0379;79.0471;79.1263
15.0;79.0680;78.8975;78.8482;78.3666;78.4696;79.3659;79.3725;79.2431;78.7179;78.7552;79.5960;79.5313;79.4570;78.9112;79.0348;79.5875;79.5199;78.9514;79.1073;79.0786;79.5542;79.3600;78.9670;79.0481;79.0978;79.1163
15.5;79.0219;78.8727;78.8679;78.3788;78.4498;79.3345;79.3391;79.1648;78.6774;78.7402;79.5372;79.4781;79.3771;78.9491;79.0977;79.5441;79.5074;79.0245;79.1595;79.0830;79.5511;79.3751;78.9221;78.9882;79.0142;79.0982
16.0;79.0805;78.8623;78.8360;78.4210;78.4489;79.3911;79.3651;79.2018;78.7222;78.7645;79.5920;79.5279;79.4484;78.9902;79.1063;79.5267;79.4770;79.0943;79.1103;79.1058;79.5433;79.3618;78.9302;79.0461;79.0746;79.1211
16.5;79.1160;78.9249;78.8824;78.4389;78.5126;79.4149;79.3869;79.2504;78.7650;78.8536;79.6313;79.5141;79.4200;79.0250;79.1494;79.5233;79.5118;79.0529;79.1734;79.1160;79.5351;79.3605;78.9789;79.0943;79.1001;79.1493
17.0;79.0709;78.8764;78.8499;78.4570;78.5108;79.3573;79.3424;79.1849;78.7421;78.8145;79.5952;79.5053;79.3982;79.0367;79.1514;79.5247;79.4919;79.0110;79.1048;79.0249;79.5195;79.3424;78.9005;79.0330;79.0196;79.1146
17.5;79.0912;78.8963;78.8506;78.4502;78.4607;79.4118;79.4117;79.2126;78.7365;78.8539;79.5796;79.4892;79.4202;79.0608;79.1655;79.5526;79.5164;79.0783;79.1348;79.1205;79.5328;79.3548;78.9467;79.0385;79.0839;79.138
18.0;79.0811;78.9506;78.9105;78.4814;78.5345;79.3868;79.4005;79.2481;78.7664;78.8546;79.6204;79.5371;79.4357;79.0611;79.1845;79.5574;79.4611;79.0404;79.1792;79.1104;79.5406;79.3901;78.9461;79.0838;79.1139;79.1551
18.5;79.1237;78.9579;78.9093;78.5141;78.5735;79.3999;79.4264;79.2281;78.7655;78.8467;79.5940;79.4992;79.3970;79.0488;79.1526;79.5390;79.5076;79.0165;79.1322;79.1295;79.5421;79.3687;78.9779;79.0412;79.0505;79.1497
19.0;79.0989;78.9514;78.8605;78.4487;78.5394;79.4048;79.4012;79.2086;78.7962;78.8497;79.5795;79.4893;79.4140;79.0646;79.1754;79.5029;79.4597;79.0725;79.1659;79.1312;79.5176;79.3253;78.9796;79.1044;79.1266;79.1467
